stem,n_coco,n_yolo,max_coord_diff,status
0019_1925_5,25,25,9.58333e-07,OK
0019_1926_5,24,24,9.16667e-07,OK
0019_1927_5,26,26,9.62963e-07,OK
0019_1928_5,24,24,9.79167e-07,OK
0019_1929_5,25,25,1e-06,OK
0019_1930_5,23,23,9.58333e-07,OK
0019_1931_5,23,23,9.79167e-07,OK
0019_1932_5,25,25,9.62963e-07,OK
0019_1933_5,24,24,1e-06,OK
0019_1934_5,25,25,1e-06,OK
0019_1935_5,25,25,9.79167e-07,OK
0019_1936_5,26,26,1e-06,OK
0019_1937_5,27,27,9.79167e-07,OK
0019_1938_5,26,26,9.79167e-07,OK
0019_1939_5,24,24,9.62963e-07,OK
0019_1940_5,21,21,9.62963e-07,OK
0019_1941_5,22,22,9.62963e-07,OK
0019_1942_5,21,21,9.79167e-07,OK
0019_1943_5,22,22,1e-06,OK
0019_1944_5,19,19,1e-06,OK
0019_1945_5,19,19,1e-06,OK
0019_1946_5,20,20,1e-06,OK
0019_1947_5,19,19,1e-06,OK
0019_1948_5,19,19,1e-06,OK
0019_1949_5,16,16,1e-06,OK
0019_1950_5,17,17,9.25926e-07,OK
0019_1951_5,17,17,1e-06,OK
0019_1952_5,16,16,9.79167e-07,OK
0019_1953_5,14,14,9.62963e-07,OK
0019_1954_5,15,15,1e-06,OK
0019_1955_5,16,16,1e-06,OK
0019_1956_5,16,16,9.58333e-07,OK
0019_1957_5,16,16,9.62963e-07,OK
0019_1958_5,18,18,1e-06,OK
0019_1959_5,17,17,9.79167e-07,OK
0019_1960_5,19,19,1e-06,OK
0019_1961_5,18,18,1e-06,OK
0019_1962_5,20,20,9.58333e-07,OK
0019_1963_5,20,20,9.79167e-07,OK
0019_1964_5,20,20,9.62963e-07,OK
0019_1965_5,21,21,1e-06,OK
0019_1966_5,21,21,9.79167e-07,OK
0019_1967_5,21,21,9.62963e-07,OK
0019_1968_5,21,21,9.62963e-07,OK
0019_1969_5,21,21,1e-06,OK
0019_1970_5,21,21,1e-06,OK
0019_1971_5,21,21,9.62963e-07,OK
0019_1972_5,22,22,9.79167e-07,OK
0019_1973_5,20,20,1e-06,OK
0019_1974_5,20,20,1e-06,OK
0019_1975_5,19,19,9.79167e-07,OK
0019_1976_5,21,21,9.62963e-07,OK
0019_1977_5,21,21,9.62963e-07,OK
0019_1978_5,19,19,1e-06,OK
0019_1979_5,19,19,1e-06,OK
0019_1980_5,17,17,1e-06,OK
0019_1981_5,18,18,1e-06,OK
0019_1982_5,18,18,9.62963e-07,OK
0019_1983_5,18,18,9.62963e-07,OK
0019_1984_5,19,19,1e-06,OK
0019_1985_5,20,20,1e-06,OK
0019_1986_5,19,19,1e-06,OK
0019_1987_5,20,20,9.62963e-07,OK
0019_1988_5,22,22,1e-06,OK
0019_1989_5,23,23,9.62963e-07,OK
0019_1990_5,23,23,9.58333e-07,OK
0019_1991_5,24,24,9.62963e-07,OK
0019_1992_5,22,22,1e-06,OK
0019_1993_5,21,21,9.62963e-07,OK
0019_1994_5,21,21,1e-06,OK
0019_1995_5,22,22,1e-06,OK
0019_1996_5,22,22,9.79167e-07,OK
0019_1997_5,23,23,1e-06,OK
0019_1998_5,23,23,9.62963e-07,OK
0019_1999_5,24,24,1e-06,OK
0019_2000_5,22,22,9.62963e-07,OK
0019_2001_5,22,22,9.25926e-07,OK
0019_2002_5,18,18,9.62963e-07,OK
0019_2003_5,16,16,9.79167e-07,OK
0019_2004_5,16,16,1e-06,OK
0019_2005_5,13,13,9.58333e-07,OK
0019_2006_5,13,13,1e-06,OK
0019_2007_5,13,13,1e-06,OK
0019_2008_5,14,14,9.79167e-07,OK
0019_2009_5,13,13,9.25926e-07,OK
0019_2010_5,13,13,1e-06,OK
0019_2011_5,12,12,1e-06,OK
0019_2012_5,13,13,1e-06,OK
0019_2013_5,15,15,9.58333e-07,OK
0019_2014_5,17,17,9.62963e-07,OK
0019_2015_5,18,18,9.375e-07,OK
0019_2016_5,17,17,9.79167e-07,OK
0019_2017_5,19,19,1e-06,OK
0019_2018_5,21,21,1e-06,OK
0019_2019_5,19,19,9.79167e-07,OK
0019_2020_5,20,20,9.62963e-07,OK
0008_2605_5,23,23,9.62963e-07,OK
0008_2606_5,22,22,1e-06,OK
0008_2607_5,22,22,9.62963e-07,OK
0008_2608_5,20,20,9.58333e-07,OK
0008_2609_5,17,17,9.79167e-07,OK
0008_2610_5,17,17,9.79167e-07,OK
0008_2611_5,19,19,1e-06,OK
0008_2612_5,17,17,9.62963e-07,OK
0008_2613_5,17,17,1e-06,OK
0008_2614_5,16,16,1e-06,OK
0008_2615_5,16,16,1e-06,OK
0008_2616_5,19,19,9.79167e-07,OK
0008_2617_5,17,17,1e-06,OK
0008_2618_5,16,16,9.62963e-07,OK
0008_2619_5,17,17,1e-06,OK
0008_2620_5,18,18,9.62963e-07,OK
0008_2621_5,16,16,9.62963e-07,OK
0008_2622_5,17,17,9.62963e-07,OK
0008_2623_5,16,16,1e-06,OK
0008_2624_5,16,16,9.25926e-07,OK
0008_2625_5,17,17,9.79167e-07,OK
0008_2626_5,18,18,9.62963e-07,OK
0008_2627_5,18,18,9.79167e-07,OK
0008_2628_5,19,19,9.62963e-07,OK
0008_2629_5,17,17,9.58333e-07,OK
0008_2630_5,19,19,9.79167e-07,OK
0008_2631_5,23,23,1e-06,OK
0008_2632_5,24,24,1e-06,OK
0008_2633_5,22,22,9.62963e-07,OK
0008_2634_5,22,22,1e-06,OK
0008_2635_5,20,20,1e-06,OK
0008_2636_5,19,19,9.58333e-07,OK
0008_2637_5,18,18,9.62963e-07,OK
0008_2638_5,18,18,9.79167e-07,OK
0008_2639_5,21,21,9.62963e-07,OK
0008_2640_5,19,19,1e-06,OK
0008_2641_5,18,18,9.62963e-07,OK
0008_2642_5,19,19,9.58333e-07,OK
0008_2643_5,20,20,9.62963e-07,OK
0008_2644_5,20,20,9.62963e-07,OK
0008_2645_5,20,20,9.79167e-07,OK
0008_2646_5,16,16,1e-06,OK
0008_2647_5,15,15,9.25926e-07,OK
0008_2648_5,15,15,1e-06,OK
0008_2649_5,15,15,9.25926e-07,OK
0008_2650_5,15,15,9.62963e-07,OK
0008_2651_5,16,16,9.62963e-07,OK
0008_2652_5,17,17,9.62963e-07,OK
0008_2653_5,19,19,9.62963e-07,OK
0008_2654_5,23,23,9.79167e-07,OK
0008_2655_5,22,22,9.62963e-07,OK
0008_2656_5,23,23,9.62963e-07,OK
0008_2657_5,22,22,9.58333e-07,OK
0008_2658_5,21,21,9.62963e-07,OK
0008_2659_5,22,22,9.62963e-07,OK
0008_2660_5,24,24,9.62963e-07,OK
0008_2661_5,23,23,9.79167e-07,OK
0008_2662_5,21,21,9.62963e-07,OK
0008_2663_5,20,20,9.25926e-07,OK
0008_2664_5,19,19,9.25926e-07,OK
0008_2665_5,19,19,1e-06,OK
0008_2666_5,20,20,9.79167e-07,OK
0008_2667_5,21,21,1e-06,OK
0008_2668_5,22,22,9.62963e-07,OK
0008_2669_5,23,23,9.62963e-07,OK
0008_2670_5,22,22,9.79167e-07,OK
0008_2671_5,21,21,9.62963e-07,OK
0008_2672_5,20,20,1e-06,OK
0008_2673_5,19,19,9.62963e-07,OK
0008_2674_5,19,19,9.79167e-07,OK
0008_2675_5,17,17,9.79167e-07,OK
0008_2676_5,15,15,9.62963e-07,OK
0008_2677_5,16,16,9.79167e-07,OK
0008_2678_5,18,18,9.62963e-07,OK
0008_2679_5,17,17,9.62963e-07,OK
0008_2680_5,17,17,9.62963e-07,OK
0008_2681_5,17,17,9.79167e-07,OK
0008_2682_5,18,18,1e-06,OK
0008_2683_5,18,18,1e-06,OK
0008_2684_5,16,16,1e-06,OK
0008_2685_5,14,14,9.62963e-07,OK
0008_2686_5,13,13,1e-06,OK
0008_2687_5,13,13,1e-06,OK
0008_2688_5,16,16,9.79167e-07,OK
0008_2689_5,14,14,9.62963e-07,OK
0008_2690_5,13,13,9.62963e-07,OK
0008_2691_5,16,16,1e-06,OK
0008_2692_5,18,18,9.79167e-07,OK
0008_2693_5,17,17,9.62963e-07,OK
0008_2694_5,17,17,9.62963e-07,OK
0008_2695_5,17,17,9.79167e-07,OK
0008_2696_5,16,16,9.79167e-07,OK
0008_2697_5,17,17,9.79167e-07,OK
0008_2698_5,16,16,1e-06,OK
0008_2699_5,14,14,1e-06,OK
0008_2700_5,14,14,9.62963e-07,OK
0008_2701_5,17,17,9.62963e-07,OK
0008_2702_5,18,18,9.58333e-07,OK
0008_2703_5,19,19,9.79167e-07,OK
0008_2704_5,18,18,9.58333e-07,OK
0008_2705_5,18,18,9.62963e-07,OK
0008_2706_5,16,16,9.79167e-07,OK
0008_2707_5,15,15,9.62963e-07,OK
0008_2708_5,16,16,9.62963e-07,OK
0008_2709_5,15,15,1e-06,OK
0008_2710_5,17,17,1e-06,OK
0008_2711_5,19,19,9.62963e-07,OK
0008_2712_5,17,17,1e-06,OK
0008_2713_5,17,17,1e-06,OK
0008_2714_5,17,17,9.62963e-07,OK
0008_2715_5,18,18,9.79167e-07,OK
0008_2716_5,21,21,9.62963e-07,OK
0008_2717_5,20,20,9.58333e-07,OK
0008_2718_5,20,20,1e-06,OK
0008_2719_5,17,17,9.58333e-07,OK
0008_2720_5,15,15,9.62963e-07,OK
0008_2721_5,17,17,9.58333e-07,OK
0008_2722_5,18,18,9.79167e-07,OK
0008_2723_5,16,16,9.79167e-07,OK
0008_2724_5,16,16,9.79167e-07,OK
0008_2725_5,17,17,9.62963e-07,OK
0008_2726_5,15,15,1e-06,OK
0008_2727_5,15,15,9.58333e-07,OK
0008_2728_5,15,15,9.58333e-07,OK
0008_2729_5,17,17,1e-06,OK
0008_2730_5,14,14,9.79167e-07,OK
0008_2731_5,14,14,9.79167e-07,OK
0008_2732_5,17,17,9.62963e-07,OK
0008_2733_5,15,15,9.58333e-07,OK
0008_2734_5,17,17,9.62963e-07,OK
0008_2735_5,16,16,9.79167e-07,OK
0008_2736_5,16,16,9.58333e-07,OK
0008_2737_5,17,17,1e-06,OK
0008_2738_5,17,17,9.62963e-07,OK
0008_2739_5,16,16,9.25926e-07,OK
0008_2740_5,20,20,9.58333e-07,OK
0008_2741_5,18,18,9.79167e-07,OK
0008_2742_5,18,18,9.79167e-07,OK
0008_2743_5,17,17,9.62963e-07,OK
0008_2744_5,19,19,9.62963e-07,OK
0008_2745_5,19,19,9.62963e-07,OK
0008_2746_5,18,18,9.62963e-07,OK
0008_2747_5,17,17,9.62963e-07,OK
0008_2748_5,17,17,9.58333e-07,OK
0008_2749_5,17,17,1e-06,OK
0008_2750_5,18,18,9.62963e-07,OK
0008_2751_5,17,17,9.79167e-07,OK
0008_2752_5,18,18,9.79167e-07,OK
0008_2753_5,18,18,9.62963e-07,OK
0008_2754_5,17,17,1e-06,OK
0008_2755_5,15,15,9.62963e-07,OK
0008_2756_5,16,16,9.58333e-07,OK
0008_2757_5,15,15,1e-06,OK
0008_2758_5,16,16,9.62963e-07,OK
0008_2759_5,17,17,1e-06,OK
0008_2760_5,16,16,1e-06,OK
0008_2761_5,16,16,1e-06,OK
0008_2762_5,17,17,1e-06,OK
0008_2763_5,18,18,9.62963e-07,OK
0008_2764_5,19,19,1e-06,OK
0008_2765_5,20,20,1e-06,OK
0008_2766_5,21,21,1e-06,OK
0008_2767_5,18,18,9.62963e-07,OK
0008_2768_5,19,19,1e-06,OK
0008_2769_5,19,19,1e-06,OK
0008_2770_5,20,20,9.25926e-07,OK
0008_2771_5,19,19,9.79167e-07,OK
0008_2772_5,18,18,9.62963e-07,OK
0008_2773_5,16,16,9.79167e-07,OK
0008_2774_5,16,16,9.375e-07,OK
0008_2775_5,17,17,9.62963e-07,OK
0008_2776_5,16,16,9.62963e-07,OK
0008_2777_5,18,18,9.62963e-07,OK
0008_2778_5,17,17,9.79167e-07,OK
0008_2779_5,17,17,9.62963e-07,OK
0008_2780_5,16,16,9.58333e-07,OK
0008_2781_5,16,16,9.79167e-07,OK
0008_2782_5,16,16,9.62963e-07,OK
0008_2783_5,17,17,9.62963e-07,OK
0008_2784_5,15,15,9.58333e-07,OK
0008_2785_5,16,16,9.62963e-07,OK
0008_2786_5,14,14,9.58333e-07,OK
0008_2787_5,15,15,9.58333e-07,OK
0008_2788_5,17,17,1e-06,OK
0008_2789_5,17,17,9.79167e-07,OK
0008_2790_5,21,21,9.58333e-07,OK
0008_2791_5,23,23,9.62963e-07,OK
0008_2792_5,22,22,9.62963e-07,OK
0008_2793_5,22,22,9.62963e-07,OK
0008_2794_5,23,23,1e-06,OK
0008_2795_5,25,25,9.62963e-07,OK
0008_2796_5,25,25,1e-06,OK
0008_2797_5,26,26,1e-06,OK
0008_2798_5,25,25,9.79167e-07,OK
0008_2799_5,25,25,9.62963e-07,OK
0008_0405_5,18,18,1e-06,OK
0008_0406_5,21,21,1e-06,OK
0008_0407_5,21,21,1e-06,OK
0008_0408_5,21,21,1e-06,OK
0008_0409_5,22,22,1e-06,OK
0008_0410_5,21,21,9.62963e-07,OK
0008_0411_5,23,23,1e-06,OK
0008_0412_5,23,23,9.79167e-07,OK
0008_0413_5,23,23,9.79167e-07,OK
0008_0414_5,21,21,9.62963e-07,OK
0008_0415_5,21,21,9.58333e-07,OK
0008_0416_5,20,20,9.79167e-07,OK
0008_0417_5,19,19,9.16667e-07,OK
0008_0418_5,18,18,9.62963e-07,OK
0008_0419_5,16,16,1e-06,OK
0008_0420_5,17,17,9.62963e-07,OK
0008_0421_5,18,18,9.79167e-07,OK
0008_0422_5,18,18,9.62963e-07,OK
0008_0423_5,17,17,1e-06,OK
0008_0424_5,17,17,9.62963e-07,OK
0008_0425_5,19,19,9.62963e-07,OK
0008_0426_5,17,17,1e-06,OK
0008_0427_5,17,17,9.62963e-07,OK
0008_0428_5,18,18,9.62963e-07,OK
0008_0429_5,21,21,9.375e-07,OK
0008_0430_5,21,21,9.79167e-07,OK
0008_0431_5,21,21,1e-06,OK
0008_0432_5,20,20,9.62963e-07,OK
0008_0433_5,20,20,1e-06,OK
0008_0434_5,19,19,9.79167e-07,OK
0008_0435_5,20,20,1e-06,OK
0008_0436_5,18,18,1e-06,OK
0008_0437_5,18,18,9.79167e-07,OK
0008_0438_5,18,18,1e-06,OK
0008_0439_5,18,18,1e-06,OK
0008_0440_5,18,18,9.79167e-07,OK
0008_0441_5,17,17,9.58333e-07,OK
0008_0442_5,17,17,9.62963e-07,OK
0008_0443_5,15,15,9.62963e-07,OK
0008_0444_5,16,16,1e-06,OK
0008_0445_5,13,13,9.62963e-07,OK
0008_0446_5,12,12,1e-06,OK
0008_0447_5,12,12,9.62963e-07,OK
0008_0448_5,13,13,9.62963e-07,OK
0008_0449_5,13,13,9.62963e-07,OK
0008_0450_5,13,13,9.58333e-07,OK
0008_0451_5,13,13,9.79167e-07,OK
0008_0452_5,14,14,9.62963e-07,OK
0008_0453_5,12,12,9.79167e-07,OK
0008_0454_5,13,13,1e-06,OK
0008_0455_5,13,13,9.62963e-07,OK
0008_0456_5,12,12,9.62963e-07,OK
0008_0457_5,14,14,9.62963e-07,OK
0008_0458_5,14,14,1e-06,OK
0008_0459_5,15,15,9.62963e-07,OK
0008_0460_5,15,15,9.62963e-07,OK
0008_0461_5,16,16,9.62963e-07,OK
0008_0462_5,15,15,9.62963e-07,OK
0008_0463_5,15,15,9.25926e-07,OK
0008_0464_5,17,17,9.375e-07,OK
0008_0465_5,19,19,1e-06,OK
0008_0466_5,21,21,1e-06,OK
0008_0467_5,23,23,1e-06,OK
0008_0468_5,22,22,1e-06,OK
0008_0469_5,21,21,1e-06,OK
0008_0470_5,21,21,1e-06,OK
0008_0471_5,20,20,1e-06,OK
0008_0472_5,18,18,1e-06,OK
0008_0473_5,20,20,9.62963e-07,OK
0008_0474_5,19,19,1e-06,OK
0008_0475_5,20,20,9.62963e-07,OK
0008_0476_5,22,22,9.62963e-07,OK
0008_0477_5,23,23,1e-06,OK
0008_0478_5,24,24,9.62963e-07,OK
0008_0479_5,25,25,1e-06,OK
0008_0480_5,24,24,9.62963e-07,OK
0008_0481_5,24,24,9.79167e-07,OK
0008_0482_5,22,22,1e-06,OK
0008_0483_5,21,21,9.79167e-07,OK
0008_0484_5,20,20,9.58333e-07,OK
0008_0485_5,19,19,9.79167e-07,OK
0008_0486_5,20,20,9.62963e-07,OK
0008_0487_5,22,22,9.62963e-07,OK
0008_0488_5,22,22,9.79167e-07,OK
0008_0489_5,23,23,1e-06,OK
0008_0490_5,22,22,1e-06,OK
0008_0491_5,22,22,9.79167e-07,OK
0008_0492_5,19,19,9.62963e-07,OK
0008_0493_5,18,18,9.62963e-07,OK
0008_0494_5,14,14,9.79167e-07,OK
0008_0495_5,18,18,1e-06,OK
0008_0496_5,16,16,9.62963e-07,OK
0008_0497_5,20,20,9.62963e-07,OK
0008_0498_5,19,19,1e-06,OK
0008_0499_5,20,20,9.79167e-07,OK
0008_0500_5,20,20,9.79167e-07,OK
0008_0501_5,21,21,9.62963e-07,OK
0008_0502_5,21,21,1e-06,OK
0008_0503_5,23,23,1e-06,OK
0008_0504_5,23,23,1e-06,OK
0008_0505_5,24,24,9.79167e-07,OK
0008_0506_5,24,24,9.62963e-07,OK
0008_0507_5,23,23,9.58333e-07,OK
0008_0508_5,25,25,1e-06,OK
0008_0509_5,24,24,1e-06,OK
0008_0510_5,23,23,1e-06,OK
0008_0511_5,23,23,1e-06,OK
0008_0512_5,21,21,1e-06,OK
0008_0513_5,23,23,1e-06,OK
0008_0514_5,23,23,1e-06,OK
0008_0515_5,22,22,1e-06,OK
0008_0516_5,21,21,1e-06,OK
0008_0517_5,20,20,1e-06,OK
0008_0518_5,19,19,9.62963e-07,OK
0008_0519_5,17,17,1e-06,OK
0008_0520_5,16,16,9.79167e-07,OK
0008_0521_5,16,16,9.62963e-07,OK
0008_0522_5,13,13,9.62963e-07,OK
0008_0523_5,14,14,9.79167e-07,OK
0008_0524_5,16,16,9.79167e-07,OK
0008_0525_5,16,16,9.62963e-07,OK
0008_0526_5,16,16,9.58333e-07,OK
0008_0527_5,16,16,1e-06,OK
0008_0528_5,16,16,9.79167e-07,OK
0008_0529_5,15,15,1e-06,OK
0008_0530_5,15,15,9.58333e-07,OK
0008_0531_5,14,14,9.79167e-07,OK
0008_0532_5,13,13,9.58333e-07,OK
0008_0533_5,13,13,1e-06,OK
0008_0534_5,13,13,9.58333e-07,OK
0008_0535_5,14,14,8.95833e-07,OK
0008_0536_5,15,15,9.79167e-07,OK
0008_0537_5,15,15,9.62963e-07,OK
0008_0538_5,16,16,9.62963e-07,OK
0008_0539_5,18,18,9.62963e-07,OK
0008_0540_5,16,16,9.79167e-07,OK
0008_0541_5,15,15,9.62963e-07,OK
0008_0542_5,13,13,1e-06,OK
0008_0543_5,13,13,9.62963e-07,OK
0008_0544_5,12,12,9.62963e-07,OK
0008_0545_5,12,12,9.62963e-07,OK
0008_0546_5,11,11,9.79167e-07,OK
0008_0547_5,11,11,9.375e-07,OK
0008_0548_5,11,11,9.62963e-07,OK
0008_0549_5,11,11,9.79167e-07,OK
0008_0550_5,9,9,9.62963e-07,OK
0008_0551_5,9,9,9.25926e-07,OK
0008_0552_5,11,11,9.62963e-07,OK
0008_0553_5,7,7,9.375e-07,OK
0008_0554_5,5,5,9.58333e-07,OK
0008_0555_5,5,5,9.16667e-07,OK
0008_0556_5,4,4,9.16667e-07,OK
0008_0557_5,4,4,9.25926e-07,OK
0008_0558_5,4,4,9.25926e-07,OK
0008_0559_5,5,5,9.79167e-07,OK
0008_0560_5,6,6,9.16667e-07,OK
0008_0561_5,8,8,9.58333e-07,OK
0008_0562_5,10,10,9.62963e-07,OK
0008_0563_5,10,10,1e-06,OK
0008_0564_5,9,9,9.25926e-07,OK
0008_0565_5,10,10,9.62963e-07,OK
0008_0566_5,12,12,9.79167e-07,OK
0008_0567_5,14,14,9.79167e-07,OK
0008_0568_5,18,18,1e-06,OK
0008_0569_5,17,17,9.62963e-07,OK
0008_0570_5,19,19,9.58333e-07,OK
0008_0571_5,20,20,1e-06,OK
0008_0572_5,20,20,9.79167e-07,OK
0008_0573_5,21,21,9.62963e-07,OK
0008_0574_5,23,23,9.79167e-07,OK
0008_0575_5,23,23,1e-06,OK
0008_0576_5,22,22,9.62963e-07,OK
0008_0577_5,20,20,1e-06,OK
0008_0578_5,20,20,9.79167e-07,OK
0008_0579_5,20,20,9.79167e-07,OK
0008_0580_5,20,20,9.79167e-07,OK
0008_0581_5,23,23,1e-06,OK
0008_0582_5,22,22,1e-06,OK
0008_0583_5,20,20,1e-06,OK
0008_0584_5,19,19,9.62963e-07,OK
0008_0585_5,18,18,1e-06,OK
0008_0586_5,19,19,9.62963e-07,OK
0008_0587_5,20,20,1e-06,OK
0008_0588_5,20,20,9.62963e-07,OK
0008_0589_5,20,20,1e-06,OK
0008_0590_5,18,18,9.62963e-07,OK
0008_0591_5,20,20,1e-06,OK
0008_0592_5,20,20,9.58333e-07,OK
0008_0593_5,21,21,9.62963e-07,OK
0008_0594_5,22,22,9.62963e-07,OK
0008_0595_5,21,21,9.62963e-07,OK
0008_0596_5,20,20,9.62963e-07,OK
0008_0597_5,20,20,9.62963e-07,OK
0008_0598_5,19,19,9.79167e-07,OK
0008_0599_5,18,18,9.375e-07,OK
0019_0426_5,16,16,9.62963e-07,OK
0019_0427_5,16,16,1e-06,OK
0019_0428_5,16,16,8.51852e-07,OK
0019_0429_5,14,14,1e-06,OK
0019_0430_5,16,16,9.79167e-07,OK
0019_0431_5,14,14,9.25926e-07,OK
0019_0432_5,13,13,9.79167e-07,OK
0019_0433_5,11,11,9.25926e-07,OK
0019_0434_5,11,11,1e-06,OK
0019_0435_5,10,10,9.79167e-07,OK
0019_0436_5,12,12,9.62963e-07,OK
0019_0437_5,13,13,9.62963e-07,OK
0019_0438_5,15,15,9.62963e-07,OK
0019_0439_5,15,15,9.62963e-07,OK
0019_0440_5,16,16,9.79167e-07,OK
0019_0441_5,16,16,9.79167e-07,OK
0019_0442_5,15,15,8.51852e-07,OK
0019_0443_5,14,14,9.25926e-07,OK
0019_0444_5,14,14,9.79167e-07,OK
0019_0445_5,13,13,9.16667e-07,OK
0019_0446_5,12,12,1e-06,OK
0019_0447_5,12,12,9.62963e-07,OK
0019_0448_5,11,11,9.79167e-07,OK
0019_0449_5,12,12,1e-06,OK
0019_0450_5,11,11,9.16667e-07,OK
0019_0451_5,11,11,1e-06,OK
0019_0452_5,10,10,9.62963e-07,OK
0019_0453_5,9,9,9.58333e-07,OK
0019_0454_5,9,9,9.25926e-07,OK
0019_0455_5,8,8,9.58333e-07,OK
0019_0456_5,10,10,1e-06,OK
0019_0457_5,10,10,9.58333e-07,OK
0019_0458_5,10,10,9.375e-07,OK
0019_0459_5,11,11,9.79167e-07,OK
0019_0460_5,14,14,9.62963e-07,OK
0019_0461_5,14,14,9.62963e-07,OK
0019_0462_5,14,14,9.62963e-07,OK
0019_0463_5,16,16,9.58333e-07,OK
0019_0464_5,19,19,9.79167e-07,OK
0019_0465_5,18,18,9.62963e-07,OK
0019_0466_5,19,19,9.58333e-07,OK
0019_0467_5,22,22,9.79167e-07,OK
0019_0468_5,22,22,9.79167e-07,OK
0019_0469_5,23,23,9.62963e-07,OK
0019_0470_5,25,25,1e-06,OK
0019_0471_5,25,25,1e-06,OK
0019_0472_5,25,25,1e-06,OK
0019_0473_5,25,25,1e-06,OK
0019_0474_5,23,23,9.62963e-07,OK
0019_0475_5,22,22,9.62963e-07,OK
0019_0476_5,22,22,9.79167e-07,OK
0019_0477_5,24,24,9.62963e-07,OK
0019_0478_5,23,23,9.62963e-07,OK
0019_0479_5,22,22,9.79167e-07,OK
0019_0480_5,21,21,9.58333e-07,OK
0019_0481_5,20,20,9.62963e-07,OK
0019_0482_5,18,18,9.62963e-07,OK
0019_0483_5,17,17,9.62963e-07,OK
0019_0484_5,18,18,1e-06,OK
0019_0485_5,16,16,9.375e-07,OK
0019_0486_5,15,15,8.95833e-07,OK
0019_0487_5,16,16,9.62963e-07,OK
0019_0488_5,17,17,1e-06,OK
0019_0489_5,17,17,1e-06,OK
0019_0490_5,18,18,1e-06,OK
0019_0491_5,18,18,9.79167e-07,OK
0019_0492_5,17,17,9.62963e-07,OK
0019_0493_5,17,17,9.79167e-07,OK
0019_0494_5,19,19,9.62963e-07,OK
0019_0495_5,21,21,9.62963e-07,OK
0019_0496_5,21,21,1e-06,OK
0019_0497_5,23,23,9.62963e-07,OK
0019_0498_5,22,22,9.79167e-07,OK
0019_0499_5,23,23,9.62963e-07,OK
0019_0500_5,22,22,9.62963e-07,OK
0019_0501_5,20,20,9.62963e-07,OK
0019_0502_5,19,19,9.62963e-07,OK
0019_0503_5,18,18,9.79167e-07,OK
0019_0504_5,18,18,9.62963e-07,OK
0019_0505_5,17,17,9.62963e-07,OK
0019_0506_5,18,18,1e-06,OK
0019_0507_5,17,17,9.62963e-07,OK
0019_0508_5,17,17,9.79167e-07,OK
0019_0509_5,17,17,9.62963e-07,OK
0019_0510_5,16,16,9.79167e-07,OK
0019_0511_5,15,15,9.79167e-07,OK
0019_0512_5,13,13,9.79167e-07,OK
0019_0513_5,15,15,1e-06,OK
0019_0514_5,17,17,9.62963e-07,OK
0019_0515_5,17,17,9.62963e-07,OK
0019_0516_5,18,18,9.62963e-07,OK
0019_0517_5,19,19,9.25926e-07,OK
0019_0518_5,19,19,9.58333e-07,OK
0019_0519_5,17,17,9.58333e-07,OK
0019_0520_5,18,18,9.62963e-07,OK
0019_0521_5,19,19,9.62963e-07,OK
0019_0522_5,17,17,9.79167e-07,OK
0019_0523_5,16,16,1e-06,OK
0019_0524_5,18,18,1e-06,OK
0019_0525_5,21,21,1e-06,OK
0019_0526_5,21,21,1e-06,OK
0019_0527_5,22,22,1e-06,OK
0019_0528_5,22,22,1e-06,OK
0019_0529_5,20,20,1e-06,OK
0019_0530_5,21,21,1e-06,OK
0019_0531_5,22,22,1e-06,OK
0019_0532_5,23,23,1e-06,OK
0019_0533_5,23,23,1e-06,OK
0019_0534_5,23,23,1e-06,OK
0019_0535_5,21,21,1e-06,OK
0019_0536_5,20,20,1e-06,OK
0019_0537_5,21,21,1e-06,OK
0019_0538_5,22,22,9.62963e-07,OK
0019_0539_5,27,27,9.62963e-07,OK
0019_0540_5,26,26,9.62963e-07,OK
0019_0541_5,27,27,9.62963e-07,OK
0019_0542_5,29,29,9.62963e-07,OK
0019_0543_5,28,28,1e-06,OK
0019_0544_5,25,25,1e-06,OK
0019_0545_5,24,24,1e-06,OK
0019_0546_5,22,22,1e-06,OK
0019_0547_5,23,23,1e-06,OK
0019_0548_5,22,22,1e-06,OK
0019_0549_5,21,21,1e-06,OK
0019_0550_5,21,21,9.79167e-07,OK
0019_0551_5,22,22,1e-06,OK
0019_0552_5,21,21,1e-06,OK
0019_0553_5,21,21,1e-06,OK
0019_0554_5,19,19,9.58333e-07,OK
0019_0555_5,17,17,9.375e-07,OK
0019_0556_5,17,17,1e-06,OK
0019_0557_5,15,15,1e-06,OK
0019_0558_5,16,16,1e-06,OK
0019_0559_5,17,17,1e-06,OK
0019_0560_5,17,17,1e-06,OK
0019_0561_5,17,17,1e-06,OK
0019_0562_5,18,18,9.79167e-07,OK
0019_0563_5,18,18,1e-06,OK
0019_0564_5,18,18,1e-06,OK
0019_0565_5,19,19,1e-06,OK
0019_0566_5,19,19,1e-06,OK
0019_0567_5,17,17,9.62963e-07,OK
0019_0568_5,16,16,9.62963e-07,OK
0019_0569_5,16,16,9.79167e-07,OK
0019_0570_5,15,15,9.62963e-07,OK
0019_0571_5,16,16,9.62963e-07,OK
0019_0572_5,15,15,9.62963e-07,OK
0019_0573_5,15,15,9.79167e-07,OK
0019_0574_5,15,15,1e-06,OK
