stem,n_coco,n_yolo,max_coord_diff,status
0019_1419_5,19,19,9.62963e-07,OK
0019_1420_5,20,20,9.62963e-07,OK
0008_1405_5,6,6,9.62963e-07,OK
0008_1406_5,5,5,8.88889e-07,OK
0008_1407_5,5,5,8.75e-07,OK
0008_1408_5,5,5,8.75e-07,OK
0008_1409_5,6,6,9.62963e-07,OK
0008_1410_5,7,7,9.79167e-07,OK
0008_1411_5,10,10,1e-06,OK
0008_1412_5,11,11,9.79167e-07,OK
0008_1413_5,12,12,9.62963e-07,OK
0008_1414_5,12,12,9.62963e-07,OK
0008_1415_5,13,13,9.62963e-07,OK
0008_1416_5,14,14,8.51852e-07,OK
0008_1417_5,16,16,9.25926e-07,OK
0008_1418_5,16,16,9.58333e-07,OK
0008_1419_5,16,16,9.58333e-07,OK
0008_1420_5,16,16,1e-06,OK
0008_1421_5,16,16,1e-06,OK
0008_1422_5,16,16,9.62963e-07,OK
0008_1423_5,16,16,1e-06,OK
0008_1424_5,14,14,9.25926e-07,OK
0008_1425_5,14,14,9.62963e-07,OK
0008_1426_5,14,14,9.79167e-07,OK
0008_1427_5,13,13,9.58333e-07,OK
0008_1428_5,14,14,9.62963e-07,OK
0008_1429_5,12,12,9.62963e-07,OK
0008_1430_5,12,12,9.58333e-07,OK
0008_1431_5,12,12,9.79167e-07,OK
0008_1432_5,12,12,9.62963e-07,OK
0008_1433_5,12,12,9.79167e-07,OK
0008_1434_5,11,11,9.58333e-07,OK
0008_1435_5,12,12,9.62963e-07,OK
0008_1436_5,12,12,9.62963e-07,OK
0008_1437_5,13,13,9.62963e-07,OK
0008_1438_5,16,16,9.62963e-07,OK
0008_1439_5,17,17,1e-06,OK
0008_1440_5,17,17,9.62963e-07,OK
0008_1441_5,18,18,9.79167e-07,OK
0008_1442_5,18,18,9.58333e-07,OK
0008_1443_5,16,16,1e-06,OK
0008_1444_5,15,15,1e-06,OK
0008_1445_5,14,14,1e-06,OK
0008_1446_5,15,15,9.79167e-07,OK
0008_1447_5,14,14,9.62963e-07,OK
0008_1448_5,14,14,9.62963e-07,OK
0008_1449_5,17,17,9.375e-07,OK
0008_1450_5,17,17,9.62963e-07,OK
0008_1451_5,15,15,9.58333e-07,OK
0008_1452_5,17,17,9.62963e-07,OK
0008_1453_5,17,17,9.79167e-07,OK
0008_1454_5,17,17,9.62963e-07,OK
0008_1455_5,17,17,9.79167e-07,OK
0008_1456_5,17,17,9.62963e-07,OK
0008_1457_5,18,18,9.79167e-07,OK
0008_1458_5,17,17,1e-06,OK
0008_1459_5,18,18,1e-06,OK
0008_1460_5,19,19,1e-06,OK
0008_1461_5,19,19,1e-06,OK
0008_1462_5,20,20,9.62963e-07,OK
0008_1463_5,21,21,9.79167e-07,OK
0008_1464_5,20,20,9.79167e-07,OK
0008_1465_5,18,18,9.79167e-07,OK
0008_1466_5,17,17,9.79167e-07,OK
0008_1467_5,17,17,9.79167e-07,OK
0008_1468_5,15,15,1e-06,OK
0008_1469_5,14,14,9.79167e-07,OK
0008_1470_5,11,11,9.79167e-07,OK
0008_1471_5,12,12,9.58333e-07,OK
0008_1472_5,11,11,1e-06,OK
0008_1473_5,10,10,9.79167e-07,OK
0008_1474_5,12,12,9.79167e-07,OK
0008_1475_5,12,12,9.16667e-07,OK
0008_1476_5,11,11,9.25926e-07,OK
0008_1477_5,13,13,9.62963e-07,OK
0008_1478_5,12,12,9.58333e-07,OK
0008_1479_5,11,11,9.62963e-07,OK
0008_1480_5,10,10,9.79167e-07,OK
0008_1481_5,11,11,9.58333e-07,OK
0008_1482_5,11,11,9.62963e-07,OK
0008_1483_5,10,10,9.58333e-07,OK
0008_1484_5,10,10,1e-06,OK
0008_1485_5,11,11,1e-06,OK
0008_1486_5,11,11,1e-06,OK
0008_1487_5,11,11,1e-06,OK
0008_1488_5,11,11,1e-06,OK
0008_1489_5,10,10,1e-06,OK
0008_1490_5,8,8,1e-06,OK
0008_1491_5,8,8,1e-06,OK
0008_1492_5,7,7,1e-06,OK
0008_1493_5,6,6,1e-06,OK
0008_1494_5,7,7,9.58333e-07,OK
0008_1495_5,8,8,1e-06,OK
0008_1496_5,7,7,1e-06,OK
0008_1497_5,9,9,9.79167e-07,OK
0008_1498_5,9,9,1e-06,OK
0008_1499_5,10,10,1e-06,OK
0008_1500_5,10,10,1e-06,OK
0008_1501_5,10,10,1e-06,OK
0008_1502_5,11,11,1e-06,OK
0008_1503_5,12,12,9.58333e-07,OK
0008_1504_5,13,13,1e-06,OK
0008_1505_5,12,12,9.79167e-07,OK
0008_1506_5,14,14,9.58333e-07,OK
0008_1507_5,15,15,9.79167e-07,OK
0008_1508_5,16,16,1e-06,OK
0008_1509_5,17,17,9.58333e-07,OK
0008_1510_5,17,17,9.58333e-07,OK
0008_1511_5,17,17,1e-06,OK
0008_1512_5,17,17,9.62963e-07,OK
0008_1513_5,16,16,9.58333e-07,OK
0008_1514_5,15,15,9.79167e-07,OK
0008_1515_5,16,16,9.62963e-07,OK
0008_1516_5,16,16,9.62963e-07,OK
0008_1517_5,17,17,9.62963e-07,OK
0008_1518_5,16,16,1e-06,OK
0008_1519_5,15,15,9.62963e-07,OK
0008_1520_5,14,14,1e-06,OK
0008_1521_5,12,12,9.25926e-07,OK
0008_1522_5,12,12,9.62963e-07,OK
0008_1523_5,12,12,9.62963e-07,OK
0008_1524_5,11,11,9.62963e-07,OK
0008_1525_5,9,9,9.79167e-07,OK
0008_1526_5,9,9,9.62963e-07,OK
0008_1527_5,9,9,9.62963e-07,OK
0008_1528_5,8,8,9.62963e-07,OK
0008_1529_5,7,7,9.79167e-07,OK
0008_1530_5,8,8,9.79167e-07,OK
0008_1531_5,7,7,9.58333e-07,OK
0008_1532_5,6,6,9.16667e-07,OK
0008_1533_5,5,5,8.95833e-07,OK
0008_1534_5,5,5,9.375e-07,OK
0008_1535_5,5,5,9.16667e-07,OK
0008_1536_5,6,6,9.16667e-07,OK
0008_1537_5,7,7,9.62963e-07,OK
0008_1538_5,6,6,9.62963e-07,OK
0008_1539_5,7,7,1e-06,OK
0008_1540_5,7,7,8.75e-07,OK
0008_1541_5,7,7,9.58333e-07,OK
0008_1542_5,10,10,9.79167e-07,OK
0008_1543_5,10,10,9.79167e-07,OK
0008_1544_5,9,9,9.58333e-07,OK
0008_1545_5,10,10,9.62963e-07,OK
0008_1546_5,10,10,9.58333e-07,OK
0008_1547_5,9,9,1e-06,OK
0008_1548_5,9,9,1e-06,OK
0008_1549_5,11,11,9.79167e-07,OK
0008_1550_5,11,11,9.25926e-07,OK
0008_1551_5,11,11,9.62963e-07,OK
0008_1552_5,10,10,9.25926e-07,OK
0008_1553_5,10,10,9.25926e-07,OK
0008_1554_5,9,9,9.58333e-07,OK
0008_1555_5,10,10,9.62963e-07,OK
0008_1556_5,9,9,9.25926e-07,OK
0008_1557_5,8,8,9.62963e-07,OK
0008_1558_5,9,9,9.62963e-07,OK
0008_1559_5,7,7,9.16667e-07,OK
0008_1560_5,6,6,9.58333e-07,OK
0008_1561_5,8,8,9.62963e-07,OK
0008_1562_5,7,7,8.95833e-07,OK
0008_1563_5,8,8,9.58333e-07,OK
0008_1564_5,9,9,9.62963e-07,OK
0008_1565_5,9,9,9.62963e-07,OK
0008_1566_5,9,9,9.62963e-07,OK
0008_1567_5,8,8,9.62963e-07,OK
0008_1568_5,8,8,9.62963e-07,OK
0008_1569_5,10,10,1e-06,OK
0008_1570_5,10,10,9.79167e-07,OK
0008_1571_5,11,11,9.79167e-07,OK
0008_1572_5,11,11,9.375e-07,OK
0008_1573_5,11,11,9.79167e-07,OK
0008_1574_5,11,11,9.62963e-07,OK
0008_1575_5,12,12,9.58333e-07,OK
0008_1576_5,12,12,9.62963e-07,OK
0008_1577_5,12,12,9.79167e-07,OK
0008_1578_5,12,12,9.79167e-07,OK
0008_1579_5,13,13,1e-06,OK
0008_1580_5,12,12,9.62963e-07,OK
0008_1581_5,12,12,9.62963e-07,OK
0008_1582_5,13,13,9.58333e-07,OK
0008_1583_5,12,12,1e-06,OK
0008_1584_5,9,9,1e-06,OK
0008_1585_5,9,9,9.58333e-07,OK
0008_1586_5,10,10,9.79167e-07,OK
0008_1587_5,9,9,9.25926e-07,OK
0008_1588_5,10,10,9.58333e-07,OK
0008_1589_5,10,10,9.58333e-07,OK
0008_1590_5,10,10,9.79167e-07,OK
0008_1591_5,9,9,9.62963e-07,OK
0008_1592_5,9,9,9.79167e-07,OK
0008_1593_5,10,10,9.375e-07,OK
0008_1594_5,11,11,1e-06,OK
0008_1595_5,10,10,9.62963e-07,OK
0008_1596_5,9,9,9.375e-07,OK
0008_1597_5,9,9,9.375e-07,OK
0008_1598_5,8,8,9.79167e-07,OK
0008_1599_5,9,9,9.62963e-07,OK
0008_1605_5,17,17,1e-06,OK
0008_1606_5,15,15,9.58333e-07,OK
0008_1607_5,18,18,1e-06,OK
0008_1608_5,18,18,1e-06,OK
0008_1609_5,17,17,9.25926e-07,OK
0008_1610_5,17,17,1e-06,OK
0008_1611_5,15,15,9.58333e-07,OK
0008_1612_5,14,14,1e-06,OK
0008_1613_5,14,14,9.79167e-07,OK
0008_1614_5,14,14,9.58333e-07,OK
0008_1615_5,14,14,9.79167e-07,OK
0008_1616_5,15,15,9.62963e-07,OK
0008_1617_5,15,15,9.79167e-07,OK
0008_1618_5,14,14,9.62963e-07,OK
0008_1619_5,13,13,9.62963e-07,OK
0008_1620_5,11,11,9.62963e-07,OK
0008_1621_5,12,12,1e-06,OK
0008_1622_5,12,12,1e-06,OK
0008_1623_5,11,11,9.62963e-07,OK
0008_1624_5,11,11,9.62963e-07,OK
0008_1625_5,12,12,9.58333e-07,OK
0008_1626_5,12,12,1e-06,OK
0008_1627_5,12,12,9.62963e-07,OK
0008_1628_5,12,12,1e-06,OK
0008_1629_5,13,13,9.79167e-07,OK
0008_1630_5,16,16,9.58333e-07,OK
0008_1631_5,18,18,9.58333e-07,OK
0008_1632_5,16,16,9.62963e-07,OK
0008_1633_5,14,14,9.62963e-07,OK
0008_1634_5,16,16,9.62963e-07,OK
0008_1635_5,16,16,9.62963e-07,OK
0008_1636_5,16,16,9.25926e-07,OK
0008_1637_5,17,17,9.62963e-07,OK
0008_1638_5,17,17,9.79167e-07,OK
0008_1639_5,17,17,1e-06,OK
0008_1640_5,16,16,1e-06,OK
0008_1641_5,17,17,9.79167e-07,OK
0008_1642_5,17,17,9.79167e-07,OK
0008_1643_5,17,17,1e-06,OK
0008_1644_5,18,18,9.62963e-07,OK
0008_1645_5,18,18,9.62963e-07,OK
0008_1646_5,18,18,1e-06,OK
0008_1647_5,16,16,9.79167e-07,OK
0008_1648_5,16,16,9.62963e-07,OK
0008_1649_5,16,16,9.62963e-07,OK
0008_1650_5,15,15,9.79167e-07,OK
0008_1651_5,16,16,1e-06,OK
0008_1652_5,16,16,9.62963e-07,OK
0008_1653_5,16,16,9.79167e-07,OK
0008_1654_5,15,15,9.62963e-07,OK
0008_1655_5,15,15,9.62963e-07,OK
0008_1656_5,13,13,9.62963e-07,OK
0008_1657_5,13,13,9.58333e-07,OK
0008_1658_5,14,14,9.62963e-07,OK
0008_1659_5,13,13,9.62963e-07,OK
0008_1660_5,13,13,9.58333e-07,OK
0008_1661_5,11,11,9.16667e-07,OK
0008_1662_5,12,12,9.58333e-07,OK
0008_1663_5,13,13,9.16667e-07,OK
0008_1664_5,12,12,9.62963e-07,OK
0008_1665_5,13,13,9.62963e-07,OK
0008_1666_5,13,13,9.62963e-07,OK
0008_1667_5,11,11,9.25926e-07,OK
0008_1668_5,11,11,9.79167e-07,OK
0008_1669_5,9,9,9.16667e-07,OK
0008_1670_5,10,10,9.62963e-07,OK
0008_1671_5,10,10,9.62963e-07,OK
0008_1672_5,9,9,1e-06,OK
0008_1673_5,11,11,9.79167e-07,OK
0008_1674_5,12,12,9.62963e-07,OK
0008_1675_5,13,13,9.62963e-07,OK
0008_1676_5,14,14,9.79167e-07,OK
0008_1677_5,15,15,9.62963e-07,OK
0008_1678_5,15,15,1e-06,OK
0008_1679_5,16,16,9.62963e-07,OK
0008_1680_5,16,16,9.62963e-07,OK
0008_1681_5,17,17,9.79167e-07,OK
0008_1682_5,16,16,9.79167e-07,OK
0008_1683_5,16,16,9.62963e-07,OK
0008_1684_5,18,18,9.58333e-07,OK
0008_1685_5,18,18,9.62963e-07,OK
0008_1686_5,19,19,9.58333e-07,OK
0008_1687_5,18,18,9.62963e-07,OK
0008_1688_5,20,20,1e-06,OK
0008_1689_5,20,20,9.62963e-07,OK
0008_1690_5,20,20,1e-06,OK
0008_1691_5,20,20,9.62963e-07,OK
0008_1692_5,19,19,9.62963e-07,OK
0008_1693_5,18,18,1e-06,OK
0008_1694_5,15,15,9.58333e-07,OK
0008_1695_5,17,17,9.62963e-07,OK
0008_1696_5,16,16,9.62963e-07,OK
0008_1697_5,15,15,1e-06,OK
0008_1698_5,12,12,9.79167e-07,OK
0008_1699_5,11,11,9.58333e-07,OK
0008_1700_5,11,11,9.62963e-07,OK
0008_1701_5,12,12,9.79167e-07,OK
0008_1702_5,10,10,9.79167e-07,OK
0008_1703_5,9,9,8.95833e-07,OK
0008_1704_5,8,8,9.79167e-07,OK
0008_1705_5,7,7,9.79167e-07,OK
0008_1706_5,6,6,9.58333e-07,OK
0008_1707_5,5,5,8.51852e-07,OK
0008_1708_5,6,6,8.88889e-07,OK
0008_1709_5,5,5,9.79167e-07,OK
0008_1710_5,3,3,8.88889e-07,OK
0008_1711_5,2,2,9.79167e-07,OK
0008_1712_5,2,2,9.16667e-07,OK
0008_1713_5,2,2,7.77778e-07,OK
0008_1714_5,2,2,9.25926e-07,OK
0008_1715_5,5,5,9.62963e-07,OK
0008_1716_5,6,6,9.62963e-07,OK
0008_1717_5,5,5,8.88889e-07,OK
0008_1718_5,9,9,9.62963e-07,OK
0008_1719_5,9,9,1e-06,OK
0008_1720_5,9,9,1e-06,OK
0008_1721_5,11,11,1e-06,OK
0008_1722_5,11,11,9.62963e-07,OK
0008_1723_5,12,12,9.25926e-07,OK
0008_1724_5,13,13,9.79167e-07,OK
0008_1725_5,14,14,9.62963e-07,OK
0008_1726_5,14,14,1e-06,OK
0008_1727_5,15,15,9.62963e-07,OK
0008_1728_5,15,15,9.79167e-07,OK
0008_1729_5,16,16,9.62963e-07,OK
0008_1730_5,16,16,9.62963e-07,OK
0008_1731_5,16,16,9.79167e-07,OK
0008_1732_5,14,14,9.58333e-07,OK
0008_1733_5,16,16,9.62963e-07,OK
0008_1734_5,14,14,9.62963e-07,OK
0008_1735_5,15,15,1e-06,OK
0008_1736_5,15,15,9.375e-07,OK
0008_1737_5,16,16,9.62963e-07,OK
0008_1738_5,16,16,9.62963e-07,OK
0008_1739_5,16,16,9.79167e-07,OK
0008_1740_5,15,15,9.58333e-07,OK
0008_1741_5,15,15,9.58333e-07,OK
0008_1742_5,12,12,1e-06,OK
0008_1743_5,11,11,9.58333e-07,OK
0008_1744_5,13,13,9.58333e-07,OK
0008_1745_5,14,14,9.62963e-07,OK
0008_1746_5,15,15,9.62963e-07,OK
0008_1747_5,17,17,9.58333e-07,OK
0008_1748_5,16,16,9.79167e-07,OK
0008_1749_5,12,12,9.58333e-07,OK
0008_1750_5,12,12,9.79167e-07,OK
0008_1751_5,13,13,9.79167e-07,OK
0008_1752_5,10,10,9.79167e-07,OK
0008_1753_5,10,10,9.25926e-07,OK
0008_1754_5,11,11,8.95833e-07,OK
0008_1755_5,10,10,9.79167e-07,OK
0008_1756_5,12,12,1e-06,OK
0008_1757_5,12,12,9.16667e-07,OK
0008_1758_5,12,12,9.79167e-07,OK
0008_1759_5,12,12,9.62963e-07,OK
0008_1760_5,10,10,9.79167e-07,OK
0008_1761_5,9,9,9.58333e-07,OK
0008_1762_5,10,10,9.79167e-07,OK
0008_1763_5,8,8,9.79167e-07,OK
0008_1764_5,11,11,9.62963e-07,OK
0008_1765_5,11,11,9.62963e-07,OK
0008_1766_5,12,12,9.58333e-07,OK
0008_1767_5,14,14,9.62963e-07,OK
0008_1768_5,14,14,9.62963e-07,OK
0008_1769_5,14,14,9.62963e-07,OK
0008_1770_5,13,13,9.58333e-07,OK
0008_1771_5,12,12,9.25926e-07,OK
0008_1772_5,12,12,9.25926e-07,OK
0008_1773_5,12,12,9.58333e-07,OK
0008_1774_5,11,11,9.79167e-07,OK
0008_1775_5,11,11,1e-06,OK
0008_1776_5,14,14,1e-06,OK
0008_1777_5,15,15,1e-06,OK
0008_1778_5,13,13,9.62963e-07,OK
0008_1779_5,14,14,9.62963e-07,OK
0008_1780_5,13,13,9.62963e-07,OK
0008_1781_5,11,11,9.62963e-07,OK
0008_1782_5,10,10,9.79167e-07,OK
0008_1783_5,10,10,9.25926e-07,OK
0008_1784_5,10,10,9.79167e-07,OK
0008_1785_5,12,12,1e-06,OK
0008_1786_5,12,12,9.58333e-07,OK
0008_1787_5,15,15,1e-06,OK
0008_1788_5,14,14,9.62963e-07,OK
0008_1789_5,15,15,9.79167e-07,OK
0008_1790_5,18,18,1e-06,OK
0008_1791_5,17,17,9.375e-07,OK
0008_1792_5,16,16,9.58333e-07,OK
0008_1793_5,16,16,9.62963e-07,OK
0008_1794_5,16,16,1e-06,OK
0008_1795_5,16,16,9.62963e-07,OK
0008_1796_5,17,17,9.62963e-07,OK
0008_1797_5,16,16,1e-06,OK
0008_1798_5,17,17,9.79167e-07,OK
0008_1799_5,15,15,9.79167e-07,OK
0019_1626_5,12,12,9.58333e-07,OK
0019_1627_5,12,12,9.62963e-07,OK
0019_1628_5,14,14,9.62963e-07,OK
0019_1629_5,14,14,9.25926e-07,OK
0019_1630_5,14,14,1e-06,OK
0019_1631_5,14,14,1e-06,OK
0019_1632_5,15,15,9.58333e-07,OK
0019_1633_5,13,13,1e-06,OK
0019_1634_5,13,13,9.62963e-07,OK
0019_1635_5,13,13,1e-06,OK
0019_1636_5,15,15,8.51852e-07,OK
0019_1637_5,13,13,9.79167e-07,OK
0019_1638_5,14,14,1e-06,OK
0019_1639_5,18,18,1e-06,OK
0019_1640_5,16,16,1e-06,OK
0019_1641_5,17,17,9.62963e-07,OK
0019_1642_5,17,17,1e-06,OK
0019_1643_5,19,19,9.79167e-07,OK
0019_1644_5,22,22,9.62963e-07,OK
0019_1645_5,22,22,1e-06,OK
0019_1646_5,24,24,1e-06,OK
0019_1647_5,24,24,1e-06,OK
0019_1648_5,26,26,1e-06,OK
0019_1649_5,23,23,1e-06,OK
0019_1650_5,25,25,1e-06,OK
0019_1651_5,25,25,1e-06,OK
0019_1652_5,26,26,9.62963e-07,OK
0019_1653_5,24,24,9.62963e-07,OK
0019_1654_5,23,23,9.58333e-07,OK
0019_1655_5,22,22,9.79167e-07,OK
0019_1656_5,21,21,9.62963e-07,OK
0019_1657_5,20,20,9.62963e-07,OK
0019_1658_5,21,21,9.62963e-07,OK
0019_1659_5,21,21,9.58333e-07,OK
0019_1660_5,18,18,9.79167e-07,OK
0019_1661_5,20,20,9.62963e-07,OK
0019_1662_5,20,20,9.62963e-07,OK
0019_1663_5,19,19,9.58333e-07,OK
0019_1664_5,20,20,9.62963e-07,OK
0019_1665_5,18,18,9.79167e-07,OK
0019_1666_5,17,17,9.62963e-07,OK
0019_1667_5,16,16,9.79167e-07,OK
0019_1668_5,16,16,9.58333e-07,OK
0019_1669_5,16,16,9.79167e-07,OK
0019_1670_5,15,15,1e-06,OK
0019_1671_5,15,15,9.58333e-07,OK
0019_1672_5,17,17,1e-06,OK
0019_1673_5,20,20,9.79167e-07,OK
0019_1674_5,19,19,9.58333e-07,OK
0019_1675_5,19,19,1e-06,OK
0019_1676_5,18,18,1e-06,OK
0019_1677_5,18,18,9.62963e-07,OK
0019_1678_5,19,19,9.62963e-07,OK
0019_1679_5,20,20,1e-06,OK
0019_1680_5,22,22,1e-06,OK
0019_1681_5,25,25,9.62963e-07,OK
0019_1682_5,24,24,9.62963e-07,OK
0019_1683_5,26,26,9.62963e-07,OK
0019_1684_5,27,27,9.62963e-07,OK
0019_1685_5,28,28,9.79167e-07,OK
0019_1686_5,27,27,1e-06,OK
0019_1687_5,26,26,9.62963e-07,OK
0019_1688_5,27,27,9.62963e-07,OK
0019_1689_5,26,26,9.62963e-07,OK
0019_1690_5,24,24,1e-06,OK
0019_1691_5,24,24,9.62963e-07,OK
0019_1692_5,23,23,9.79167e-07,OK
0019_1693_5,22,22,9.62963e-07,OK
0019_1694_5,20,20,9.79167e-07,OK
0019_1695_5,17,17,1e-06,OK
0019_1696_5,15,15,1e-06,OK
0019_1697_5,16,16,9.79167e-07,OK
0019_1698_5,15,15,9.62963e-07,OK
0019_1699_5,13,13,9.79167e-07,OK
0019_1700_5,14,14,9.58333e-07,OK
0019_1701_5,15,15,9.58333e-07,OK
0019_1702_5,17,17,1e-06,OK
0019_1703_5,17,17,1e-06,OK
0019_1704_5,21,21,1e-06,OK
0019_1705_5,21,21,1e-06,OK
0019_1706_5,23,23,1e-06,OK
0019_1707_5,24,24,1e-06,OK
0019_1708_5,25,25,1e-06,OK
0019_1709_5,24,24,9.62963e-07,OK
0019_1710_5,25,25,9.375e-07,OK
0019_1711_5,24,24,9.79167e-07,OK
0019_1712_5,22,22,9.62963e-07,OK
0019_1713_5,21,21,1e-06,OK
0019_1714_5,23,23,1e-06,OK
0019_1715_5,24,24,9.62963e-07,OK
0019_1716_5,22,22,9.58333e-07,OK
0019_1717_5,21,21,1e-06,OK
0019_1718_5,22,22,9.62963e-07,OK
0019_1719_5,23,23,9.62963e-07,OK
0019_1720_5,21,21,9.79167e-07,OK
0019_1721_5,23,23,1e-06,OK
0019_1722_5,21,21,9.58333e-07,OK
0019_1723_5,20,20,9.79167e-07,OK
0019_1724_5,19,19,1e-06,OK
0019_1725_5,19,19,9.62963e-07,OK
0019_1726_5,20,20,9.62963e-07,OK
0019_1727_5,21,21,9.62963e-07,OK
0019_1728_5,20,20,9.79167e-07,OK
0019_1729_5,19,19,9.79167e-07,OK
0019_1730_5,19,19,9.62963e-07,OK
0019_1731_5,20,20,9.62963e-07,OK
0019_1732_5,19,19,9.79167e-07,OK
0019_1733_5,20,20,9.79167e-07,OK
0019_1734_5,19,19,9.79167e-07,OK
0019_1735_5,18,18,1e-06,OK
0019_1736_5,15,15,9.62963e-07,OK
0019_1737_5,15,15,9.62963e-07,OK
0019_1738_5,14,14,9.79167e-07,OK
0019_1739_5,17,17,9.62963e-07,OK
0019_1740_5,17,17,8.88889e-07,OK
0019_1741_5,16,16,9.375e-07,OK
0019_1742_5,17,17,9.58333e-07,OK
0019_1743_5,16,16,9.16667e-07,OK
0019_1744_5,15,15,1e-06,OK
0019_1745_5,17,17,9.58333e-07,OK
0019_1746_5,16,16,9.62963e-07,OK
0019_1747_5,19,19,9.25926e-07,OK
0019_1748_5,18,18,9.62963e-07,OK
0019_1749_5,17,17,9.62963e-07,OK
0019_1750_5,18,18,9.62963e-07,OK
0019_1751_5,19,19,9.58333e-07,OK
0019_1752_5,21,21,1e-06,OK
0019_1753_5,21,21,1e-06,OK
0019_1754_5,21,21,9.58333e-07,OK
0019_1755_5,19,19,9.62963e-07,OK
0019_1756_5,21,21,9.62963e-07,OK
0019_1757_5,22,22,9.62963e-07,OK
0019_1758_5,22,22,9.62963e-07,OK
0019_1759_5,23,23,1e-06,OK
0019_1760_5,25,25,9.79167e-07,OK
0019_1761_5,24,24,1e-06,OK
0019_1762_5,25,25,1e-06,OK
0019_1763_5,25,25,9.58333e-07,OK
0019_1764_5,24,24,1e-06,OK
0019_1765_5,23,23,1e-06,OK
0019_1766_5,23,23,9.79167e-07,OK
0019_1767_5,23,23,1e-06,OK
0019_1768_5,23,23,1e-06,OK
0019_1769_5,22,22,9.79167e-07,OK
0019_1770_5,22,22,9.62963e-07,OK
0019_1771_5,22,22,9.62963e-07,OK
0019_1772_5,20,20,9.62963e-07,OK
0019_1773_5,20,20,9.79167e-07,OK
0019_1774_5,19,19,1e-06,OK
0019_1775_5,18,18,9.25926e-07,OK
0019_1776_5,17,17,1e-06,OK
0019_1777_5,16,16,9.62963e-07,OK
0019_1778_5,15,15,1e-06,OK
0019_1779_5,14,14,9.62963e-07,OK
0019_1780_5,17,17,9.79167e-07,OK
0019_1781_5,15,15,9.79167e-07,OK
0019_1782_5,17,17,9.58333e-07,OK
0019_1783_5,16,16,9.79167e-07,OK
0019_1784_5,16,16,9.62963e-07,OK
0019_1785_5,16,16,9.79167e-07,OK
0019_1786_5,18,18,9.79167e-07,OK
0019_1787_5,17,17,9.62963e-07,OK
0019_1788_5,15,15,9.62963e-07,OK
0019_1789_5,14,14,9.79167e-07,OK
0019_1790_5,17,17,9.62963e-07,OK
0019_1791_5,19,19,9.62963e-07,OK
0019_1792_5,20,20,1e-06,OK
0019_1793_5,18,18,1e-06,OK
0019_1794_5,18,18,1e-06,OK
0019_1795_5,18,18,1e-06,OK
0019_1796_5,18,18,9.62963e-07,OK
0019_1797_5,18,18,9.79167e-07,OK
0019_1798_5,19,19,9.62963e-07,OK
0019_1799_5,17,17,9.62963e-07,OK
0019_1800_5,16,16,9.62963e-07,OK
0019_1801_5,15,15,9.79167e-07,OK
0019_1802_5,13,13,9.375e-07,OK
0019_1803_5,14,14,9.25926e-07,OK
0019_1804_5,14,14,1e-06,OK
0019_1805_5,14,14,9.62963e-07,OK
0019_1806_5,11,11,1e-06,OK
0019_1807_5,9,9,9.79167e-07,OK
0019_1808_5,8,8,9.16667e-07,OK
0019_1809_5,9,9,1e-06,OK
0019_1810_5,9,9,9.79167e-07,OK
0019_1811_5,10,10,9.62963e-07,OK
0019_1812_5,10,10,9.16667e-07,OK
0019_1813_5,9,9,9.62963e-07,OK
0019_1814_5,9,9,9.79167e-07,OK
0019_1815_5,11,11,9.79167e-07,OK
0019_1816_5,10,10,9.25926e-07,OK
0019_1817_5,11,11,9.62963e-07,OK
0019_1818_5,12,12,9.62963e-07,OK
0019_1819_5,14,14,9.79167e-07,OK
0019_1820_5,16,16,9.79167e-07,OK
0008_0005_5,9,9,9.58333e-07,OK
0008_0006_5,9,9,9.375e-07,OK
0008_0007_5,8,8,9.62963e-07,OK
0008_0008_5,10,10,9.79167e-07,OK
0008_0009_5,10,10,9.58333e-07,OK
0008_0010_5,10,10,9.79167e-07,OK
0008_0011_5,9,9,1e-06,OK
0008_0012_5,9,9,9.58333e-07,OK
0008_0013_5,8,8,1e-06,OK
0008_0014_5,8,8,9.62963e-07,OK
0008_0015_5,10,10,9.58333e-07,OK
0008_0016_5,11,11,9.62963e-07,OK
0008_0017_5,11,11,9.58333e-07,OK
0008_0018_5,11,11,1e-06,OK
0008_0019_5,13,13,9.58333e-07,OK
0008_0020_5,14,14,9.79167e-07,OK
0008_0021_5,14,14,9.79167e-07,OK
0008_0022_5,13,13,9.58333e-07,OK
0008_0023_5,15,15,1e-06,OK
0008_0024_5,15,15,9.62963e-07,OK
0008_0025_5,18,18,9.58333e-07,OK
0008_0026_5,18,18,1e-06,OK
0008_0027_5,20,20,9.62963e-07,OK
0008_0028_5,22,22,9.79167e-07,OK
0008_0029_5,22,22,1e-06,OK
0008_0030_5,23,23,1e-06,OK
0008_0031_5,22,22,9.79167e-07,OK
0008_0032_5,20,20,1e-06,OK
0008_0033_5,20,20,9.79167e-07,OK
0008_0034_5,22,22,9.58333e-07,OK
0008_0035_5,23,23,1e-06,OK
0008_0036_5,24,24,9.58333e-07,OK
0008_0037_5,25,25,9.62963e-07,OK
0008_0038_5,25,25,9.62963e-07,OK
0008_0039_5,23,23,9.79167e-07,OK
0008_0040_5,22,22,1e-06,OK
0008_0041_5,19,19,1e-06,OK
0008_0042_5,18,18,9.62963e-07,OK
0008_0043_5,16,16,1e-06,OK
0008_0044_5,15,15,9.58333e-07,OK
